('Voo Air France 358', 1621009936, 'https://www.dailymotion.com/video/x80k5vb', 61148283, 61148312, 0, '', 'Lucasoliveira653', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Voo_Air_France_358', 'request_id': 'e264a000-7324-490f-89ad-67064b9deaff', 'id': '743d7b6e-2b64-497f-af78-36beeb91acb7', 'dt': '2021-05-14T16:32:16Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180728557}, 'id': 105724947, 'type': 'edit', 'namespace': 0, 'title': 'Voo Air France 358', 'comment': '', 'timestamp': 1621009936, 'user': 'Lucasoliveira653', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 6862, 'new': 7057}, 'revision': {'old': 61148283, 'new': 61148312}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'https://www.dailymotion.com/video/x80k5vb'})
('GloboNews', 1621010706, 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460', 61121138, 61148389, 0, '/* Programação */', 'Kwoo143', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/GloboNews', 'request_id': '3510d4fb-7a76-445c-83a1-4710516f7ac5', 'id': '6b919463-6974-48ff-a021-10fa7141e902', 'dt': '2021-05-14T16:45:06Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752680}, 'id': 105725145, 'type': 'edit', 'namespace': 0, 'title': 'GloboNews', 'comment': '/* Programação */', 'timestamp': 1621010706, 'user': 'Kwoo143', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 52901, 'new': 53370}, 'revision': {'old': 61121138, 'new': 61148389}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/GloboNews#Programação" title="GloboNews">→\u200eProgramação</a></span></span>', 'url': 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460'})
('GloboNews', 1621010706, 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460', 61121138, 61148389, 0, '/* Programação */', 'Kwoo143', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/GloboNews', 'request_id': '3510d4fb-7a76-445c-83a1-4710516f7ac5', 'id': '6b919463-6974-48ff-a021-10fa7141e902', 'dt': '2021-05-14T16:45:06Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752680}, 'id': 105725145, 'type': 'edit', 'namespace': 0, 'title': 'GloboNews', 'comment': '/* Programação */', 'timestamp': 1621010706, 'user': 'Kwoo143', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 52901, 'new': 53370}, 'revision': {'old': 61121138, 'new': 61148389}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/GloboNews#Programação" title="GloboNews">→\u200eProgramação</a></span></span>', 'url': 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460'})
('Magma (livro)', 1621010779, 'http://www.fatea.br/seer/index.php/angulo/article/viewFile/100/87', 55021476, 61148395, 0, 'Correção ortográfica do verbo ganhar, o qual tem duplo particípio, porém aqui precedido pelo verbo ter.', 'Sidneiads', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Magma_(livro)', 'request_id': '3f6537d5-9168-4648-b09f-f0dd43bbd62e', 'id': 'b4cf22ae-fa97-40c5-882d-83ef60a7c282', 'dt': '2021-05-14T16:46:19Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180754784}, 'id': 105725159, 'type': 'edit', 'namespace': 0, 'title': 'Magma (livro)', 'comment': 'Correção ortográfica do verbo ganhar, o qual tem duplo particípio, porém aqui precedido pelo verbo ter.', 'timestamp': 1621010779, 'user': 'Sidneiads', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 2771, 'new': 2772}, 'revision': {'old': 55021476, 'new': 61148395}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Correção ortográfica do verbo ganhar, o qual tem duplo particípio, porém aqui precedido pelo verbo ter.', 'url': 'http://www.fatea.br/seer/index.php/angulo/article/viewFile/100/87'})
('Aminoácido não-essencial', 1621010791, 'http://www.scielo.br/pdf/pab/v42n10/a04v4210.pdf|titulo=Composição', 61148358, 61148397, 0, 'Ligações', 'Cornelius Benedictus', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Amino%C3%A1cido_n%C3%A3o-essencial', 'request_id': '4b7c7acb-4397-4017-8ad7-66df40b4bef5', 'id': '1126be46-4f77-4817-8e86-6f57b4312568', 'dt': '2021-05-14T16:46:31Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180755260}, 'id': 105725161, 'type': 'edit', 'namespace': 0, 'title': 'Aminoácido não-essencial', 'comment': 'Ligações', 'timestamp': 1621010791, 'user': 'Cornelius Benedictus', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 2923, 'new': 3073}, 'revision': {'old': 61148358, 'new': 61148397}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Ligações', 'url': 'http://www.scielo.br/pdf/pab/v42n10/a04v4210.pdf|titulo=Composição'})
('GloboNews', 1621010788, 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460', 61148393, 61148396, 0, '/* Programação */', 'Kwoo143', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/GloboNews', 'request_id': 'd27148f8-d721-4c23-9ce9-9811dec3ea8f', 'id': 'ea5936ce-ee6a-43c0-ad5d-8e5339cfab5c', 'dt': '2021-05-14T16:46:28Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180755279}, 'id': 105725160, 'type': 'edit', 'namespace': 0, 'title': 'GloboNews', 'comment': '/* Programação */', 'timestamp': 1621010788, 'user': 'Kwoo143', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 53397, 'new': 53393}, 'revision': {'old': 61148393, 'new': 61148396}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/GloboNews#Programação" title="GloboNews">→\u200eProgramação</a></span></span>', 'url': 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460'})
('Usuário:Liquet/Testes/Variedades 6', 1621010832, 'https://favy-jp.com/topics/1702', 61148385, 61148401, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '3328b80a-ca04-4c5e-b922-77c6be004038', 'id': 'c3aef50f-5c27-4983-81c3-f9eda88b56a1', 'dt': '2021-05-14T16:47:12Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180756464}, 'id': 105725172, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621010832, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 17292, 'new': 17435}, 'revision': {'old': 61148385, 'new': 61148401}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://favy-jp.com/topics/1702'})
('Usuário:Liquet/Testes/Variedades 6', 1621010832, 'https://forumtauripress.com/wp-content/uploads/2020/04/Global_Perspectives_issue_3_web.pdf', 61148385, 61148401, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '3328b80a-ca04-4c5e-b922-77c6be004038', 'id': 'c3aef50f-5c27-4983-81c3-f9eda88b56a1', 'dt': '2021-05-14T16:47:12Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180756464}, 'id': 105725172, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621010832, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 17292, 'new': 17435}, 'revision': {'old': 61148385, 'new': 61148401}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://forumtauripress.com/wp-content/uploads/2020/04/Global_Perspectives_issue_3_web.pdf'})
('Usuário:Liquet/Testes/Variedades 6', 1621010832, 'https://www.anime-expo.org/2018/12/17/now-accepting-applications-2019-maid-butler-cafe/', 61148385, 61148401, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '3328b80a-ca04-4c5e-b922-77c6be004038', 'id': 'c3aef50f-5c27-4983-81c3-f9eda88b56a1', 'dt': '2021-05-14T16:47:12Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180756464}, 'id': 105725172, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621010832, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 17292, 'new': 17435}, 'revision': {'old': 61148385, 'new': 61148401}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://www.anime-expo.org/2018/12/17/now-accepting-applications-2019-maid-butler-cafe/'})
('Usuário:Liquet/Testes/Variedades 6', 1621010832, 'https://www.excite.co.jp/news/article/AnimagePlus_anime_29404/', 61148385, 61148401, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '3328b80a-ca04-4c5e-b922-77c6be004038', 'id': 'c3aef50f-5c27-4983-81c3-f9eda88b56a1', 'dt': '2021-05-14T16:47:12Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180756464}, 'id': 105725172, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621010832, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 17292, 'new': 17435}, 'revision': {'old': 61148385, 'new': 61148401}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://www.excite.co.jp/news/article/AnimagePlus_anime_29404/'})
('Usuário:Liquet/Testes/Variedades 6', 1621010832, 'https://slate.com/human-interest/2010/08/butlers-cafe-taps-into-a-common-fantasy-among-japanese-women.html', 61148385, 61148401, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '3328b80a-ca04-4c5e-b922-77c6be004038', 'id': 'c3aef50f-5c27-4983-81c3-f9eda88b56a1', 'dt': '2021-05-14T16:47:12Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180756464}, 'id': 105725172, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621010832, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 17292, 'new': 17435}, 'revision': {'old': 61148385, 'new': 61148401}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://slate.com/human-interest/2010/08/butlers-cafe-taps-into-a-common-fantasy-among-japanese-women.html'})
('Mart Center (São Paulo)', 1621010848, 'www.martcenternet.com.br|imagem=Mart', 61135076, 61148403, 0, 'Inclusão de coordenadas', 'Vrsooo', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mart_Center_(S%C3%A3o_Paulo)', 'request_id': '4c482a74-94ed-49a0-b39e-fd8af54c1a7b', 'id': 'c52d9bd3-3f93-47ea-8e3a-6cd7d9d2cb82', 'dt': '2021-05-14T16:47:28Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180757244}, 'id': 105725176, 'type': 'edit', 'namespace': 0, 'title': 'Mart Center (São Paulo)', 'comment': 'Inclusão de coordenadas', 'timestamp': 1621010848, 'user': 'Vrsooo', 'bot': False, 'minor': True, 'patrolled': False, 'length': {'old': 8194, 'new': 8280}, 'revision': {'old': 61135076, 'new': 61148403}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Inclusão de coordenadas', 'url': 'www.martcenternet.com.br|imagem=Mart'})
('Mucuri', 1621010877, 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/mucuri|título=Candidatos', 60088835, 61148405, 0, 'Novo prefeito eleito', 'Luiz79', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mucuri', 'request_id': 'db093e60-6617-4e50-b149-be0411359242', 'id': '1ed32342-ca89-4d73-a2d2-a57e0803e83b', 'dt': '2021-05-14T16:47:57Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180758091}, 'id': 105725182, 'type': 'edit', 'namespace': 0, 'title': 'Mucuri', 'comment': 'Novo prefeito eleito', 'timestamp': 1621010877, 'user': 'Luiz79', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 8103, 'new': 8264}, 'revision': {'old': 60088835, 'new': 61148405}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Novo prefeito eleito', 'url': 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/mucuri|título=Candidatos'})
('Wikipédia:Wiki Loves Monuments 2019/Portugal/Lista/Lisboa', 1621010905, 'https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q11780&descriptionlang=pt&description=Ru%C3%ADnas%20do%20Teatro%20Romano&categories=Images%20from%20Wiki%20Loves%20Monuments%202020%20in%20Portugal%20-%20Lisboa%7CRu%C3%ADnas%20do%20Teatro%20Romano%20%28Lisbon%29', 61148379, 61148409, 4, 'Wikidata list updated [V2]', 'ListeriaBot', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Wiki_Loves_Monuments_2019/Portugal/Lista/Lisboa', 'request_id': '0366d2a2-7c08-40c6-ad95-b56466d499d6', 'id': '84546fe6-83c2-4220-93f9-93d3ed126d8f', 'dt': '2021-05-14T16:48:25Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180761452}, 'id': 105725201, 'type': 'edit', 'namespace': 4, 'title': 'Wikipédia:Wiki Loves Monuments 2019/Portugal/Lista/Lisboa', 'comment': 'Wikidata list updated [V2]', 'timestamp': 1621010905, 'user': 'ListeriaBot', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 1375971, 'new': 1375986}, 'revision': {'old': 61148379, 'new': 61148409}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Wikidata list updated [V2]', 'url': 'https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q11780&descriptionlang=pt&description=Ru%C3%ADnas%20do%20Teatro%20Romano&categories=Images%20from%20Wiki%20Loves%20Monuments%202020%20in%20Portugal%20-%20Lisboa%7CRu%C3%ADnas%20do%20Teatro%20Romano%20%28Lisbon%29'})
('Al-Taawoun Football Club', 1621011047, 'http://altawen.sa/', 60206278, 61148415, 0, '', 'Gtv1994', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Al-Taawoun_Football_Club', 'request_id': '749fb87f-385c-42f0-88cc-ccb2cc7fe257', 'id': '524fe6ee-fb5c-46a3-8b64-4615effa71a5', 'dt': '2021-05-14T16:50:47Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180763537}, 'id': 105725213, 'type': 'edit', 'namespace': 0, 'title': 'Al-Taawoun Football Club', 'comment': '', 'timestamp': 1621011047, 'user': 'Gtv1994', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 9303, 'new': 8473}, 'revision': {'old': 60206278, 'new': 61148415}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'http://altawen.sa/'})
('Usuário(a):BCalassara/Testes', 1621011083, 'http://www.resjeroteirosbaixadasantista.prceu.usp.br/sitio/casarao-do-valongo-museu-pele', 61148213, 61148417, 2, '', 'BCalassara', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio(a):BCalassara/Testes', 'request_id': 'd1239df8-6622-4d83-9731-8b98e9ac0a6d', 'id': '5734fb08-e70c-443c-95a2-90e776a02d9f', 'dt': '2021-05-14T16:51:23Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180764707}, 'id': 105725221, 'type': 'edit', 'namespace': 2, 'title': 'Usuário(a):BCalassara/Testes', 'comment': '', 'timestamp': 1621011083, 'user': 'BCalassara', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 1779, 'new': 2583}, 'revision': {'old': 61148213, 'new': 61148417}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'http://www.resjeroteirosbaixadasantista.prceu.usp.br/sitio/casarao-do-valongo-museu-pele'})
('Copa do Mundo de Futebol Feminino de 2019', 1621011103, 'https://globoesporte.globo.com/futebol/copa-do-mundo-feminina/jogo/07-07-2019/estados-unidos-holanda.ghtml|título=É', 61148357, 61148419, 0, 'Foram [[WP:REV|revertidas]] as edições de [[Special:Contribuições/Bruno Goes da Cunha|Bruno Goes da Cunha]] para a última revisão de [[Special:Contribuições/João Justiceiro|João Justiceiro]], de 22h41min de 27 de dezembro de 2020 (UTC)', 'Leandro Drudo', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Copa_do_Mundo_de_Futebol_Feminino_de_2019', 'request_id': '90a541f5-dd1e-465e-af35-762939187026', 'id': 'f8e4545a-9d58-4ec7-8539-a5fdb782d9bb', 'dt': '2021-05-14T16:51:43Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765276}, 'id': 105725223, 'type': 'edit', 'namespace': 0, 'title': 'Copa do Mundo de Futebol Feminino de 2019', 'comment': 'Foram [[WP:REV|revertidas]] as edições de [[Special:Contribuições/Bruno Goes da Cunha|Bruno Goes da Cunha]] para a última revisão de [[Special:Contribuições/João Justiceiro|João Justiceiro]], de 22h41min de 27 de dezembro de 2020 (UTC)', 'timestamp': 1621011103, 'user': 'Leandro Drudo', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 78310, 'new': 78411}, 'revision': {'old': 61148357, 'new': 61148419}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Foram <a href="/wiki/Wikip%C3%A9dia:REV" class="mw-redirect" title="Wikipédia:REV">revertidas</a> as edições de <a href="/wiki/Especial:Contribui%C3%A7%C3%B5es/Bruno_Goes_da_Cunha" title="Especial:Contribuições/Bruno Goes da Cunha">Bruno Goes da Cunha</a> para a última revisão de <a href="/wiki/Especial:Contribui%C3%A7%C3%B5es/Jo%C3%A3o_Justiceiro" title="Especial:Contribuições/João Justiceiro">João Justiceiro</a>, de 22h41min de 27 de dezembro de 2020 (UTC)', 'url': 'https://globoesporte.globo.com/futebol/copa-do-mundo-feminina/jogo/07-07-2019/estados-unidos-holanda.ghtml|título=É'})
('Copa do Mundo de Futebol Feminino de 2019', 1621011103, 'https://esporte.uol.com.br/futebol/ultimas-noticias/2019/06/11/americanas-fazem-13-na-tailandia-na-maior-goleada-da-historia-das-copas.htm|título=Americanas', 61148357, 61148419, 0, 'Foram [[WP:REV|revertidas]] as edições de [[Special:Contribuições/Bruno Goes da Cunha|Bruno Goes da Cunha]] para a última revisão de [[Special:Contribuições/João Justiceiro|João Justiceiro]], de 22h41min de 27 de dezembro de 2020 (UTC)', 'Leandro Drudo', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Copa_do_Mundo_de_Futebol_Feminino_de_2019', 'request_id': '90a541f5-dd1e-465e-af35-762939187026', 'id': 'f8e4545a-9d58-4ec7-8539-a5fdb782d9bb', 'dt': '2021-05-14T16:51:43Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765276}, 'id': 105725223, 'type': 'edit', 'namespace': 0, 'title': 'Copa do Mundo de Futebol Feminino de 2019', 'comment': 'Foram [[WP:REV|revertidas]] as edições de [[Special:Contribuições/Bruno Goes da Cunha|Bruno Goes da Cunha]] para a última revisão de [[Special:Contribuições/João Justiceiro|João Justiceiro]], de 22h41min de 27 de dezembro de 2020 (UTC)', 'timestamp': 1621011103, 'user': 'Leandro Drudo', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 78310, 'new': 78411}, 'revision': {'old': 61148357, 'new': 61148419}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Foram <a href="/wiki/Wikip%C3%A9dia:REV" class="mw-redirect" title="Wikipédia:REV">revertidas</a> as edições de <a href="/wiki/Especial:Contribui%C3%A7%C3%B5es/Bruno_Goes_da_Cunha" title="Especial:Contribuições/Bruno Goes da Cunha">Bruno Goes da Cunha</a> para a última revisão de <a href="/wiki/Especial:Contribui%C3%A7%C3%B5es/Jo%C3%A3o_Justiceiro" title="Especial:Contribuições/João Justiceiro">João Justiceiro</a>, de 22h41min de 27 de dezembro de 2020 (UTC)', 'url': 'https://esporte.uol.com.br/futebol/ultimas-noticias/2019/06/11/americanas-fazem-13-na-tailandia-na-maior-goleada-da-historia-das-copas.htm|título=Americanas'})
