('Voo Air France 358', 1621009936, 'https://www.dailymotion.com/video/x80k5vb', 61148283, 61148312, 0, '', 'Lucasoliveira653', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Voo_Air_France_358', 'request_id': 'e264a000-7324-490f-89ad-67064b9deaff', 'id': '743d7b6e-2b64-497f-af78-36beeb91acb7', 'dt': '2021-05-14T16:32:16Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180728557}, 'id': 105724947, 'type': 'edit', 'namespace': 0, 'title': 'Voo Air France 358', 'comment': '', 'timestamp': 1621009936, 'user': 'Lucasoliveira653', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 6862, 'new': 7057}, 'revision': {'old': 61148283, 'new': 61148312}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'https://www.dailymotion.com/video/x80k5vb'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20210121060628/https://kotaku.com/this-game-is-half-zero-escape-half-ace-attorney-1186890778', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20210121060628/https://kotaku.com/this-game-is-half-zero-escape-half-ace-attorney-1186890778'})
('GloboNews em Ponto', 1621011437, 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460', 61148438, 61148452, 0, '/* Produção */', 'Kwoo143', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/GloboNews_em_Ponto', 'request_id': 'b2218552-e8e3-4960-b15f-367da0675cad', 'id': '2e69f55b-a55a-446a-9b01-98d4d7b96a17', 'dt': '2021-05-14T16:57:17Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180775918}, 'id': 105725296, 'type': 'edit', 'namespace': 0, 'title': 'GloboNews em Ponto', 'comment': '/* Produção */', 'timestamp': 1621011437, 'user': 'Kwoo143', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 3142, 'new': 3512}, 'revision': {'old': 61148438, 'new': 61148452}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/GloboNews_em_Ponto#Produção" title="GloboNews em Ponto">→\u200eProdução</a></span></span>', 'url': 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460'})
('Muritiba', 1621011506, 'http://www.cnm.org.br/municipios/index/100129/10012929', 57523749, 61148455, 0, 'Prefeito reeleito', 'Luiz79', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Muritiba', 'request_id': 'e0ba5f22-5dab-482f-91c5-c0a019eaedb2', 'id': '6209a2a7-4c7f-445e-ac5a-690bc1b28840', 'dt': '2021-05-14T16:58:26Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180777826}, 'id': 105725304, 'type': 'edit', 'namespace': 0, 'title': 'Muritiba', 'comment': 'Prefeito reeleito', 'timestamp': 1621011506, 'user': 'Luiz79', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 14515, 'new': 14755}, 'revision': {'old': 57523749, 'new': 61148455}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Prefeito reeleito', 'url': 'http://www.cnm.org.br/municipios/index/100129/10012929'})
('Muritiba', 1621011506, 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/muritiba|título=Candidatos', 57523749, 61148455, 0, 'Prefeito reeleito', 'Luiz79', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Muritiba', 'request_id': 'e0ba5f22-5dab-482f-91c5-c0a019eaedb2', 'id': '6209a2a7-4c7f-445e-ac5a-690bc1b28840', 'dt': '2021-05-14T16:58:26Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180777826}, 'id': 105725304, 'type': 'edit', 'namespace': 0, 'title': 'Muritiba', 'comment': 'Prefeito reeleito', 'timestamp': 1621011506, 'user': 'Luiz79', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 14515, 'new': 14755}, 'revision': {'old': 57523749, 'new': 61148455}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Prefeito reeleito', 'url': 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/muritiba|título=Candidatos'})
('Lei do Açúcar', 1621011535, 'http://anphlac.fflch.usp.br/indep_treze_colonias_apresentacao|obra=anphlac.fflch.usp.br|acessodata=2019-05-28', 55701977, 61148457, 0, "Alterado a palavra 'substituía' para 'substituiu'", 'Temporario9312', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Lei_do_A%C3%A7%C3%BAcar', 'request_id': '14e0f9d2-0852-460b-aa25-e747b862f41e', 'id': '83f17b70-3be0-4538-abb7-76329b67796b', 'dt': '2021-05-14T16:58:55Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180778590}, 'id': 105725309, 'type': 'edit', 'namespace': 0, 'title': 'Lei do Açúcar', 'comment': "Alterado a palavra 'substituía' para 'substituiu'", 'timestamp': 1621011535, 'user': 'Temporario9312', 'bot': False, 'minor': True, 'patrolled': False, 'length': {'old': 1884, 'new': 1883}, 'revision': {'old': 55701977, 'new': 61148457}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Alterado a palavra &#039;substituía&#039; para &#039;substituiu&#039;', 'url': 'http://anphlac.fflch.usp.br/indep_treze_colonias_apresentacao|obra=anphlac.fflch.usp.br|acessodata=2019-05-28'})
('Extremidade superior', 1621011635, 'https://teachmeanatomy.info/upper-limb/joints/sternoclavicular/', 61148333, 61148464, 0, '/* Clavícula e suas articulações */', 'P.H.P. Martins', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Extremidade_superior', 'request_id': 'fa225323-b431-45f8-80cd-8435682e605e', 'id': '273fd6b8-377a-476e-a9db-4bff13f52bfb', 'dt': '2021-05-14T17:00:35Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180781799}, 'id': 105725326, 'type': 'edit', 'namespace': 0, 'title': 'Extremidade superior', 'comment': '/* Clavícula e suas articulações */', 'timestamp': 1621011635, 'user': 'P.H.P. Martins', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 23488, 'new': 23728}, 'revision': {'old': 61148333, 'new': 61148464}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/Extremidade_superior#Clavícula_e_suas_articulações" title="Extremidade superior">→\u200eClavícula e suas articulações</a></span></span>', 'url': 'https://teachmeanatomy.info/upper-limb/joints/sternoclavicular/'})
('Shattered Glass', 1621011681, "https://dvdpt.com/s/shattered_glass_verdade_ou_mentira.php|título=''Shattered", 60151458, 61148469, 0, 'info + fontes + recat + ajustes', 'Yanguas', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Shattered_Glass', 'request_id': '00c7af7f-eee0-45c4-a646-676dcf5b10de', 'id': 'a6862588-3a2e-4f0e-969b-6ef6db862f1f', 'dt': '2021-05-14T17:01:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180783252}, 'id': 105725334, 'type': 'edit', 'namespace': 0, 'title': 'Shattered Glass', 'comment': 'info + fontes + recat + ajustes', 'timestamp': 1621011681, 'user': 'Yanguas', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 4554, 'new': 5115}, 'revision': {'old': 60151458, 'new': 61148469}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'info + fontes + recat + ajustes', 'url': "https://dvdpt.com/s/shattered_glass_verdade_ou_mentira.php|título=''Shattered"})
('Shattered Glass', 1621011681, "https://www.goldenglobes.com/film/shattered-glass|título=''Shattered", 60151458, 61148469, 0, 'info + fontes + recat + ajustes', 'Yanguas', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Shattered_Glass', 'request_id': '00c7af7f-eee0-45c4-a646-676dcf5b10de', 'id': 'a6862588-3a2e-4f0e-969b-6ef6db862f1f', 'dt': '2021-05-14T17:01:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180783252}, 'id': 105725334, 'type': 'edit', 'namespace': 0, 'title': 'Shattered Glass', 'comment': 'info + fontes + recat + ajustes', 'timestamp': 1621011681, 'user': 'Yanguas', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 4554, 'new': 5115}, 'revision': {'old': 60151458, 'new': 61148469}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'info + fontes + recat + ajustes', 'url': "https://www.goldenglobes.com/film/shattered-glass|título=''Shattered"})
('Fascismo', 1621011736, 'https://www.britannica.com/topic/fascism', 61004784, 61148471, 0, 'Acrescentei pontos importantes da ideologia. Principalmente a respeito do que a ideologia critica no liberalismo e sua posição quanto ao capitalismo segundo os próprios fascistas.', 'LegionarioDevoto', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Fascismo', 'request_id': '8a616b4d-dcad-468b-96fb-ab977532c0f5', 'id': '1f517457-db25-4636-8a78-6f1ed6ad56b7', 'dt': '2021-05-14T17:02:16Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180785001}, 'id': 105725355, 'type': 'edit', 'namespace': 0, 'title': 'Fascismo', 'comment': 'Acrescentei pontos importantes da ideologia. Principalmente a respeito do que a ideologia critica no liberalismo e sua posição quanto ao capitalismo segundo os próprios fascistas.', 'timestamp': 1621011736, 'user': 'LegionarioDevoto', 'bot': False, 'minor': True, 'patrolled': False, 'length': {'old': 156413, 'new': 157068}, 'revision': {'old': 61004784, 'new': 61148471}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Acrescentei pontos importantes da ideologia. Principalmente a respeito do que a ideologia critica no liberalismo e sua posição quanto ao capitalismo segundo os próprios fascistas.', 'url': 'https://www.britannica.com/topic/fascism'})
('Fascismo', 1621011736, 'http://www.treccani.it/enciclopedia/neofascismo/|título=Neofascismo|publicado=Enciclopedia', 61004784, 61148471, 0, 'Acrescentei pontos importantes da ideologia. Principalmente a respeito do que a ideologia critica no liberalismo e sua posição quanto ao capitalismo segundo os próprios fascistas.', 'LegionarioDevoto', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Fascismo', 'request_id': '8a616b4d-dcad-468b-96fb-ab977532c0f5', 'id': '1f517457-db25-4636-8a78-6f1ed6ad56b7', 'dt': '2021-05-14T17:02:16Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180785001}, 'id': 105725355, 'type': 'edit', 'namespace': 0, 'title': 'Fascismo', 'comment': 'Acrescentei pontos importantes da ideologia. Principalmente a respeito do que a ideologia critica no liberalismo e sua posição quanto ao capitalismo segundo os próprios fascistas.', 'timestamp': 1621011736, 'user': 'LegionarioDevoto', 'bot': False, 'minor': True, 'patrolled': False, 'length': {'old': 156413, 'new': 157068}, 'revision': {'old': 61004784, 'new': 61148471}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Acrescentei pontos importantes da ideologia. Principalmente a respeito do que a ideologia critica no liberalismo e sua posição quanto ao capitalismo segundo os próprios fascistas.', 'url': 'http://www.treccani.it/enciclopedia/neofascismo/|título=Neofascismo|publicado=Enciclopedia'})
('Fascismo', 1621011824, 'https://www.britannica.com/topic/fascism', 61148471, 61148483, 0, 'Desfeita(s) uma ou mais edições de [[Special:Contribs/LegionarioDevoto|LegionarioDevoto]], com [[WP:RA|Reversão e avisos]]', 'DarkWerewolf', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Fascismo', 'request_id': '1a5eab23-ed97-4c32-81f4-62610d22ab7c', 'id': '0b6ae2bf-3deb-4cee-9da6-82987cf89566', 'dt': '2021-05-14T17:03:44Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180787855}, 'id': 105725381, 'type': 'edit', 'namespace': 0, 'title': 'Fascismo', 'comment': 'Desfeita(s) uma ou mais edições de [[Special:Contribs/LegionarioDevoto|LegionarioDevoto]], com [[WP:RA|Reversão e avisos]]', 'timestamp': 1621011824, 'user': 'DarkWerewolf', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 157068, 'new': 156413}, 'revision': {'old': 61148471, 'new': 61148483}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Desfeita(s) uma ou mais edições de <a href="/wiki/Especial:Contribui%C3%A7%C3%B5es/LegionarioDevoto" title="Especial:Contribuições/LegionarioDevoto">LegionarioDevoto</a>, com <a href="/wiki/Wikip%C3%A9dia:RA" class="mw-redirect" title="Wikipédia:RA">Reversão e avisos</a>', 'url': 'https://www.britannica.com/topic/fascism'})
('Fascismo', 1621011824, 'http://www.treccani.it/enciclopedia/neofascismo/|título=Neofascismo|publicado=Enciclopedia', 61148471, 61148483, 0, 'Desfeita(s) uma ou mais edições de [[Special:Contribs/LegionarioDevoto|LegionarioDevoto]], com [[WP:RA|Reversão e avisos]]', 'DarkWerewolf', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Fascismo', 'request_id': '1a5eab23-ed97-4c32-81f4-62610d22ab7c', 'id': '0b6ae2bf-3deb-4cee-9da6-82987cf89566', 'dt': '2021-05-14T17:03:44Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180787855}, 'id': 105725381, 'type': 'edit', 'namespace': 0, 'title': 'Fascismo', 'comment': 'Desfeita(s) uma ou mais edições de [[Special:Contribs/LegionarioDevoto|LegionarioDevoto]], com [[WP:RA|Reversão e avisos]]', 'timestamp': 1621011824, 'user': 'DarkWerewolf', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 157068, 'new': 156413}, 'revision': {'old': 61148471, 'new': 61148483}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Desfeita(s) uma ou mais edições de <a href="/wiki/Especial:Contribui%C3%A7%C3%B5es/LegionarioDevoto" title="Especial:Contribuições/LegionarioDevoto">LegionarioDevoto</a>, com <a href="/wiki/Wikip%C3%A9dia:RA" class="mw-redirect" title="Wikipédia:RA">Reversão e avisos</a>', 'url': 'http://www.treccani.it/enciclopedia/neofascismo/|título=Neofascismo|publicado=Enciclopedia'})
('Exorcismo', 1621011830, 'https://web.archive.org/web/20150924075932/http://www.portal.ecclesia.pt/ecclesiaout/liturgia/liturgia_site/dicionario/dici_ver.asp?cod_dici=161', 59776383, 61148484, 0, 'Erro de português.', 'Aleister black1234', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Exorcismo', 'request_id': '83d94194-1108-494f-b048-32e8de2adb51', 'id': '2247f171-1b2c-4e04-86d5-9747b97f658b', 'dt': '2021-05-14T17:03:50Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180787923}, 'id': 105725382, 'type': 'edit', 'namespace': 0, 'title': 'Exorcismo', 'comment': 'Erro de português.', 'timestamp': 1621011830, 'user': 'Aleister black1234', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 14249, 'new': 14249}, 'revision': {'old': 59776383, 'new': 61148484}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Erro de português.', 'url': 'https://web.archive.org/web/20150924075932/http://www.portal.ecclesia.pt/ecclesiaout/liturgia/liturgia_site/dicionario/dici_ver.asp?cod_dici=161'})
('Porta-retrato', 1621011863, 'http://www.faqs.org/patents/app/20080222899|title=PICTURE', 61148421, 61148486, 0, 'Correção de referência.', 'ArthurCorujaRA', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Porta-retrato', 'request_id': '72afd99a-9e69-4e0b-a9f7-7a0cd5d8b90c', 'id': 'a5bddbde-e68d-4752-a439-b90fa0e28c21', 'dt': '2021-05-14T17:04:23Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180788961}, 'id': 105725387, 'type': 'edit', 'namespace': 0, 'title': 'Porta-retrato', 'comment': 'Correção de referência.', 'timestamp': 1621011863, 'user': 'ArthurCorujaRA', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 9291, 'new': 11227}, 'revision': {'old': 61148421, 'new': 61148486}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Correção de referência.', 'url': 'http://www.faqs.org/patents/app/20080222899|title=PICTURE'})
('Porta-retrato', 1621011863, 'https://web.archive.org/web/20061028071325/http://www.pictureframingmagazine.com/pdfs/FrameHistory/Aug98_pt1panelpaintings.pdf', 61148421, 61148486, 0, 'Correção de referência.', 'ArthurCorujaRA', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Porta-retrato', 'request_id': '72afd99a-9e69-4e0b-a9f7-7a0cd5d8b90c', 'id': 'a5bddbde-e68d-4752-a439-b90fa0e28c21', 'dt': '2021-05-14T17:04:23Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180788961}, 'id': 105725387, 'type': 'edit', 'namespace': 0, 'title': 'Porta-retrato', 'comment': 'Correção de referência.', 'timestamp': 1621011863, 'user': 'ArthurCorujaRA', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 9291, 'new': 11227}, 'revision': {'old': 61148421, 'new': 61148486}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Correção de referência.', 'url': 'https://web.archive.org/web/20061028071325/http://www.pictureframingmagazine.com/pdfs/FrameHistory/Aug98_pt1panelpaintings.pdf'})
('Porta-retrato', 1621011863, 'https://www.customframescanada.ca/blogs/news/history-of-custom-framing|title=Recent', 61148421, 61148486, 0, 'Correção de referência.', 'ArthurCorujaRA', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Porta-retrato', 'request_id': '72afd99a-9e69-4e0b-a9f7-7a0cd5d8b90c', 'id': 'a5bddbde-e68d-4752-a439-b90fa0e28c21', 'dt': '2021-05-14T17:04:23Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180788961}, 'id': 105725387, 'type': 'edit', 'namespace': 0, 'title': 'Porta-retrato', 'comment': 'Correção de referência.', 'timestamp': 1621011863, 'user': 'ArthurCorujaRA', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 9291, 'new': 11227}, 'revision': {'old': 61148421, 'new': 61148486}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Correção de referência.', 'url': 'https://www.customframescanada.ca/blogs/news/history-of-custom-framing|title=Recent'})
('Porta-retrato', 1621011863, 'http://www.artquid.com/page/11/the-renaissance-and-louis-xiii-style.html', 61148421, 61148486, 0, 'Correção de referência.', 'ArthurCorujaRA', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Porta-retrato', 'request_id': '72afd99a-9e69-4e0b-a9f7-7a0cd5d8b90c', 'id': 'a5bddbde-e68d-4752-a439-b90fa0e28c21', 'dt': '2021-05-14T17:04:23Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180788961}, 'id': 105725387, 'type': 'edit', 'namespace': 0, 'title': 'Porta-retrato', 'comment': 'Correção de referência.', 'timestamp': 1621011863, 'user': 'ArthurCorujaRA', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 9291, 'new': 11227}, 'revision': {'old': 61148421, 'new': 61148486}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Correção de referência.', 'url': 'http://www.artquid.com/page/11/the-renaissance-and-louis-xiii-style.html'})
('Porta-retrato', 1621011863, 'https://web.archive.org/web/20070113012648/http://www.pictureframingmagazine.com/pdfs/FrameHistory/May00_Frameofobject.pdf', 61148421, 61148486, 0, 'Correção de referência.', 'ArthurCorujaRA', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Porta-retrato', 'request_id': '72afd99a-9e69-4e0b-a9f7-7a0cd5d8b90c', 'id': 'a5bddbde-e68d-4752-a439-b90fa0e28c21', 'dt': '2021-05-14T17:04:23Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180788961}, 'id': 105725387, 'type': 'edit', 'namespace': 0, 'title': 'Porta-retrato', 'comment': 'Correção de referência.', 'timestamp': 1621011863, 'user': 'ArthurCorujaRA', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 9291, 'new': 11227}, 'revision': {'old': 61148421, 'new': 61148486}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Correção de referência.', 'url': 'https://web.archive.org/web/20070113012648/http://www.pictureframingmagazine.com/pdfs/FrameHistory/May00_Frameofobject.pdf'})
('Porta-retrato', 1621011863, 'http://www.kinderart.com/crafts/picframe.shtml', 61148421, 61148486, 0, 'Correção de referência.', 'ArthurCorujaRA', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Porta-retrato', 'request_id': '72afd99a-9e69-4e0b-a9f7-7a0cd5d8b90c', 'id': 'a5bddbde-e68d-4752-a439-b90fa0e28c21', 'dt': '2021-05-14T17:04:23Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180788961}, 'id': 105725387, 'type': 'edit', 'namespace': 0, 'title': 'Porta-retrato', 'comment': 'Correção de referência.', 'timestamp': 1621011863, 'user': 'ArthurCorujaRA', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 9291, 'new': 11227}, 'revision': {'old': 61148421, 'new': 61148486}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Correção de referência.', 'url': 'http://www.kinderart.com/crafts/picframe.shtml'})
